date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:47:34	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:32%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&34de222e-6944-44aa-8f45-8e96988880a4=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10a4ff.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True)
17:47:35	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:32%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows103bbd.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True)
17:47:36	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:34%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows108297.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True)
17:47:37	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:35%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&34de222e-6944-44aa-8f45-8e96988880a4=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows102252.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&34de222e-6944-44aa-8f45-8e96988880a4=True)
17:47:39	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:36%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&34de222e-6944-44aa-8f45-8e96988880a4=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows101a26.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&34de222e-6944-44aa-8f45-8e96988880a4=True)
17:47:40	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:37%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10eacd.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?d2784474-fdb0-4e9d-9e47-5e88c0e053ec=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True)
17:47:42	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:39%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&34de222e-6944-44aa-8f45-8e96988880a4=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10ff6b.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&34de222e-6944-44aa-8f45-8e96988880a4=True)
17:47:43	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:40%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&34de222e-6944-44aa-8f45-8e96988880a4=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows102d8d.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&34de222e-6944-44aa-8f45-8e96988880a4=True)
17:47:44	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:41%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows103ca3.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?29d8da8f-62f2-4f15-9edb-a7a6e1ac4d95=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True)
17:47:46	109985/109985	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:43%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10?34de222e-6944-44aa-8f45-8e96988880a4=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows108122.html	(from https://www.microsoft.com/ar-sa/software-download/windows10?34de222e-6944-44aa-8f45-8e96988880a4=True&53fd98d9-d593-4fa0-846f-69aa08eed05c=True)
17:47:48	95835/95835	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:45%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10ISO?7d5c905c-2314-414e-8702-8441e26eb0ae=True&4cd9df4f-deef-4431-9497-a04303f34986=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10ISO9592.html	(from https://www.microsoft.com/ar-sa/software-download/windows10ISO?7d5c905c-2314-414e-8702-8441e26eb0ae=True)
17:47:49	95835/95835	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202020%2016:47:46%20GMT	https://www.microsoft.com/ar-sa/software-download/windows10ISO?7d5c905c-2314-414e-8702-8441e26eb0ae=True&774b232c-a48d-452a-a8fb-3906dc168d5c=True	C:/Users/KSC/Desktop/0/hjjjjjjj/www.microsoft.com/ar-sa/software-download/windows10ISOe60e.html	(from https://www.microsoft.com/ar-sa/software-download/windows10ISO?7d5c905c-2314-414e-8702-8441e26eb0ae=True)
